,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1030,600862.SH,20190226,7.85,1.6929,5.5312,1.0,130.8573,216.0346,2.9504,3.5923,3.9919,139304.9107,139304.9107,42635.282,1093543.549,1093543.549
1031,300159.SZ,20190226,5.73,3.6235,4.2195,1.27,21.0632,18.029,1.3172,4.6065,3.699,149036.0202,104477.5747,89721.1535,853976.3957,598656.503
1032,000034.SZ,20190226,13.55,4.585,5.9085,1.25,12.2594,11.7447,2.4108,0.1424,0.1176,65407.0434,35796.9933,27778.4187,886265.4381,485049.2592
1033,600721.SH,20190226,6.0,6.1967,9.6594,1.83,,,1.3409,5.7266,5.2619,40038.6394,30515.3693,19576.2487,240231.8364,183092.2158
1034,000616.SZ,20190226,3.48,8.4343,10.7134,2.43,397.0254,14.8155,1.1503,51.4668,37.9329,143023.4425,143021.4425,112595.7173,497721.5799,497714.6199
1035,600993.SH,20190226,15.16,1.5608,2.4129,1.85,20.4179,31.8682,2.9488,3.7329,3.0366,43105.3891,43023.6256,27829.9352,653477.6988,652238.1641
1036,300301.SZ,20190226,4.04,1.9634,2.8147,1.62,88.0844,,1.974,1.8236,2.0171,79010.8769,55049.3737,38400.499,319203.9427,222399.4697
1037,300285.SZ,20190226,18.69,1.663,1.9667,1.13,49.0292,25.7328,3.9126,9.8579,7.5581,64222.7373,40869.2732,34557.706,1200322.9601,763846.7161
1038,002057.SZ,20190226,6.97,3.4058,5.0095,1.15,19.6967,17.072,2.0317,2.3106,2.1242,38352.5184,31964.2737,21731.1009,267317.0532,222790.9877
1039,000519.SZ,20190226,7.6,6.7005,7.2493,1.15,84.6471,29.5366,1.3679,2.2336,2.0386,140346.1644,73517.4962,67951.5407,1066630.8494,558732.9711
1040,300649.SZ,20190226,25.9,11.7149,11.7149,1.43,95.4213,69.5296,9.9574,18.0596,7.1345,12800.0,3200.0,3200.0,331520.0,82880.0
1041,600456.SH,20190226,19.97,3.7138,7.909,1.79,399.9514,59.1896,2.4548,2.9872,2.4939,43026.57,43026.57,20203.8402,859240.6029,859240.6029
1042,300680.SZ,20190226,17.75,7.6165,8.9397,1.39,72.176,110.218,2.5149,8.7664,8.6644,7431.2721,3432.46,2924.4281,131905.0798,60926.165
1043,603882.SH,20190226,24.4,2.0681,5.0323,1.15,59.2682,54.4272,6.1062,2.9465,2.5927,45788.4577,27963.9368,11492.3744,1117238.3679,682320.0579
1044,000731.SZ,20190226,6.07,3.2234,3.6705,1.53,23.0735,15.4011,1.2842,1.4202,1.4597,59148.4352,59148.4352,51943.08,359031.0017,359031.0017
1045,002080.SZ,20190226,11.1,1.7972,3.9347,0.95,18.6744,15.6959,1.5277,1.3955,1.3221,129086.4296,64000.0,29232.2743,1432859.3686,710400.0
1046,300715.SZ,20190226,23.47,5.3414,5.3414,1.42,69.2738,54.3971,7.1403,7.8319,5.7721,13155.3,3870.0,3870.0,308754.891,90828.9
1047,600876.SH,20190226,12.23,2.9198,7.4387,1.21,332.8618,305.0367,5.5071,18.6524,6.1366,55979.7391,26176.6875,10274.8633,684632.2092,320140.8881
1048,603633.SH,20190226,12.34,4.3473,6.9957,1.11,39.1134,42.0098,2.6628,5.1604,4.4516,15645.5,10794.8942,6708.2082,193065.47,133208.9944
1049,000404.SZ,20190226,4.51,3.8677,5.8852,2.68,32.319,78.8031,1.0009,0.3868,0.3636,69599.5979,69294.8073,45539.9362,313894.1865,312519.5809
1050,002034.SZ,20190226,15.55,3.8774,5.4741,1.72,27.5857,14.4576,1.823,4.6101,4.4517,41656.5045,21804.1144,15444.1674,647758.645,339053.9789
1051,000065.SZ,20190226,9.12,3.8779,8.4591,3.73,14.0568,11.7942,1.6768,0.7213,0.7034,76950.541,62894.3607,28832.6194,701788.9339,573596.5696
1052,000766.SZ,20190226,7.43,2.7955,4.132,2.34,27.8466,27.3216,1.5747,4.72,3.6227,96649.4707,57348.8849,38800.3617,718105.5673,426102.2148
1053,603259.SH,20190226,87.58,6.2583,6.2583,1.17,83.5096,48.9737,5.6493,13.1965,11.3752,117006.2286,10419.8556,10419.8556,10247405.5008,912570.9534
1054,002381.SZ,20190226,7.31,2.3684,3.1548,1.1,27.8391,21.1575,1.8211,2.7528,2.3543,42850.0,33253.188,24964.3107,313233.5,243080.8043
1055,002355.SZ,20190226,8.29,1.1911,19.0847,0.76,83.3144,84.5573,1.6492,2.7725,2.6278,62478.1419,39015.7806,2434.9481,517943.7964,323440.8212
1056,000950.SZ,20190226,5.64,3.1328,3.4295,2.08,8.8107,15.2492,1.3695,0.423,0.4082,172818.4696,71100.9345,64951.561,974696.1685,401009.2706
1057,603998.SH,20190226,5.81,3.2381,6.1635,1.4,42.506,56.1567,2.3807,3.5195,2.538,43662.272,42519.672,22338.2945,253677.8003,247039.2943
1058,000792.SZ,20190226,7.24,2.9407,6.4604,1.65,,,1.1577,1.7241,1.2094,278609.0601,274989.9995,125169.9154,2017129.5951,1990927.5964
1059,601865.SH,20190226,5.61,0.2262,0.2262,1.19,25.6479,25.6479,3.0751,3.6569,3.6569,195000.0,15000.0,15000.0,1093950.0,84150.0
1060,603126.SH,20190226,6.05,2.1322,4.478,1.66,27.7464,28.9086,2.2653,2.1934,2.0891,61050.0,61050.0,29068.5225,369352.5,369352.5
1061,600490.SH,20190226,5.75,7.4054,9.0323,1.26,40.304,33.6133,2.1752,2.0046,0.9544,211143.2555,149136.9704,122274.4704,1214073.7191,857537.5798
1062,000419.SZ,20190226,4.81,2.0664,3.7136,1.41,20.4378,18.2021,0.8732,0.6664,0.6838,54358.2655,54328.9983,30231.7499,261463.2571,261322.4818
1063,002654.SZ,20190226,4.86,5.6959,7.9744,1.19,32.2242,30.2629,1.3345,1.442,0.9974,90260.5378,57514.9898,41081.3298,438666.2137,279522.8504
1064,300672.SZ,20190226,45.55,3.8122,6.7222,1.62,96.7024,,5.6107,12.364,12.5323,11176.4668,6510.0868,3691.9342,509088.0627,296534.4537
1065,603979.SH,20190226,8.56,1.3244,3.0088,1.95,24.3371,18.9979,1.2432,2.0464,1.7252,58340.8432,58340.8432,25679.7176,499397.6178,499397.6178
1066,300603.SZ,20190226,27.6,10.5219,11.7693,1.2,49.9585,69.3946,2.1457,4.1256,5.2794,14547.3916,4828.034,4316.294,401508.0082,133253.7384
1067,601599.SH,20190226,3.6,2.313,3.4401,1.52,10.9611,12.3165,1.2575,0.7818,0.6996,89272.4964,89272.4964,60024.7212,321380.987,321380.987
1068,603043.SH,20190226,30.37,2.9084,2.9084,1.04,36.047,27.918,6.5932,5.6045,4.8826,40399.6184,12550.7224,12550.7224,1226936.4108,381165.4393
1069,300032.SZ,20190226,3.6,7.6591,10.5708,0.95,,,1.1596,0.7804,0.873,80316.9608,78935.7454,57192.9402,289141.0589,284168.6834
1070,002297.SZ,20190226,7.1,7.0415,9.9866,1.54,,,2.2009,6.1434,5.9906,47131.5045,39759.4512,28034.2181,334633.682,282292.1035
1071,000417.SZ,20190226,5.01,2.0089,3.2426,1.67,18.331,29.6262,1.0514,0.3761,0.374,77988.42,77902.7451,48263.6984,390721.9842,390292.753
1072,000636.SZ,20190226,14.53,14.3859,17.989,1.01,52.6952,13.6591,2.4524,3.8769,2.8429,89523.3111,89520.3111,71590.076,1300773.7103,1300730.1203
1073,000826.SZ,20190226,11.86,2.5604,4.5693,1.67,13.5608,13.3766,1.2866,1.813,1.4998,143057.8784,118765.1519,66550.64,1696666.4378,1408554.7015
1074,300569.SZ,20190226,18.21,6.8131,7.2984,2.33,28.5796,31.952,1.5917,3.7015,2.625,15001.2,8459.325,7896.825,273171.852,154044.3083
1075,603385.SH,20190226,9.95,2.0408,3.5457,1.1,16.2182,14.757,1.1816,1.3374,1.2932,36939.6444,26372.6927,15179.0,367549.4618,262408.2924
1076,000017.SZ,20190226,4.9,5.7722,7.303,1.15,1766.2313,679.1749,159.0775,19.6494,18.8628,55134.7947,30298.1008,23947.2261,270160.494,148460.6939
1077,601166.SH,20190226,17.37,0.6887,0.9034,1.69,6.3085,5.9553,0.8196,2.5779,2.2801,2077419.0751,1905233.6751,1452562.6945,36084769.3345,33093908.9365
1078,600629.SH,20190226,12.13,0.7747,2.3358,1.17,20.4464,16.3596,1.983,0.9911,0.8632,43220.8132,37287.3707,12366.9312,524268.4641,452295.8066
1079,002054.SZ,20190226,6.7,12.9149,19.9052,1.37,93.7501,89.0471,1.562,1.1439,1.594,41923.0828,31219.3419,20255.7098,280884.6548,209169.5907
1080,600136.SH,20190226,9.04,2.1335,4.1509,1.63,34.372,21.1515,1.6231,4.8294,2.3976,48718.2186,44857.6474,23056.3812,440412.6961,405513.1325
1081,002106.SZ,20190226,8.06,5.783,8.0636,1.05,40.374,26.1547,1.5012,1.426,1.3205,70581.616,70385.4402,50478.0891,568887.825,567306.648
1082,600998.SH,20190226,15.53,0.4203,1.2367,2.32,20.1729,23.1071,1.977,0.3944,0.3504,187766.3613,166003.9663,56416.6158,2916011.591,2578041.5966
1083,300155.SZ,20190226,5.27,6.9819,10.2111,1.32,215.4455,77.9442,2.4485,3.3887,3.4946,54337.0602,27749.8406,18974.1638,286356.3073,146241.66
1084,002226.SZ,20190226,5.92,5.516,10.3398,1.45,90.451,36.262,1.3202,4.4705,2.8508,124898.169,91120.8869,48610.0769,739397.1605,539435.6504
1085,600979.SH,20190226,4.76,2.2956,3.6167,1.17,16.2312,16.3919,1.2323,2.1826,2.1552,94789.2146,71789.2146,45566.3362,451196.6615,341716.6615
1086,002787.SZ,20190226,7.66,5.6616,7.8783,1.78,25.7296,33.4749,1.7365,2.0882,1.8962,31333.8635,15523.6908,11155.8867,240017.3944,118911.4715
1087,603839.SH,20190226,11.43,6.7246,6.8036,1.4,16.9222,14.6513,1.7041,3.2527,2.9125,40428.71,10551.422,10428.9002,462100.1553,120602.7535
1088,002698.SZ,20190226,11.17,0.7894,1.6087,0.95,58.7799,44.5779,3.7904,9.6623,8.4914,68170.0,54443.064,26714.6826,761458.9,608129.0249
1089,002872.SZ,20190226,9.93,10.0898,10.1185,2.94,12.7033,13.4905,0.9793,1.3964,1.3563,31800.0,21503.8268,21442.9257,315774.0,213533.0001
1090,300556.SZ,20190226,19.26,10.1894,10.1894,1.44,94.241,41.7162,4.8883,4.3259,3.5891,11525.2,6262.7658,6262.7658,221975.352,120620.8693
1091,600995.SH,20190226,7.7,2.4001,3.4613,1.56,23.5146,14.0169,1.8586,1.8109,1.8068,47852.64,47852.64,33180.74,368465.328,368465.328
1092,300233.SZ,20190226,15.16,0.8081,1.7689,1.72,20.8177,17.2987,1.49,2.1378,1.9342,39315.2238,35503.7697,16219.4337,596018.7928,538237.1487
1093,300701.SZ,20190226,34.95,13.3932,13.3932,1.81,46.5595,40.3146,6.0876,15.7586,15.2634,8000.0,2268.14,2268.14,279600.0,79271.493
1094,002410.SZ,20190226,27.83,1.8215,2.4985,1.61,66.3892,71.4325,9.8212,13.3998,10.7946,112655.1939,88641.2735,64624.7818,3135194.0462,2466886.6415
1095,002283.SZ,20190226,3.96,2.044,3.0419,1.53,13.3234,12.9641,1.0869,1.4778,1.3051,112755.3978,102370.4308,68784.918,446511.3753,405386.906
1096,002583.SZ,20190226,11.34,3.0107,3.9758,1.39,85.0847,64.1218,3.5482,3.8931,3.1054,183722.0491,104963.6479,79483.5639,2083408.0368,1190287.7672
1097,300040.SZ,20190226,6.45,7.2033,8.3138,1.07,22.1022,39.5804,1.1535,1.5492,1.9227,34303.2004,23477.0816,20340.9739,221255.6426,151427.1763
1098,000796.SZ,20190226,7.57,1.387,4.2432,2.11,27.5429,31.5294,2.5998,0.7556,0.6961,80300.0258,80252.2658,26231.452,607871.1953,607509.6521
1099,000585.SZ,20190226,2.32,2.2006,2.5403,1.5,,,,61.4269,63.0008,87337.0,60942.0978,52792.6128,202621.84,141385.6669
1100,000723.SZ,20190226,5.32,8.5055,10.1379,1.32,20.439,15.6526,3.8209,1.7786,1.6334,409136.9052,108124.1447,90713.9829,2176608.3357,575220.4498
1101,600634.SH,20190226,2.78,2.3464,3.4995,1.27,34.8716,,1.035,1.9868,2.0509,57573.2081,57573.2081,38603.0491,160053.5185,160053.5185
1102,002258.SZ,20190226,15.61,5.8856,12.2171,1.89,14.1663,14.1663,2.7688,2.0326,2.0326,52437.303,52294.1983,25192.9866,818546.2998,816312.4355
1103,300743.SZ,20190226,39.01,14.9717,14.9717,1.65,57.3409,72.4638,6.7309,6.7758,6.6318,6543.8,1650.0,1650.0,255273.638,64366.5
1104,002449.SZ,20190226,12.73,3.987,5.0304,1.08,21.9228,17.636,2.2803,2.2672,2.1708,61847.7169,60750.7224,48149.4153,787321.4361,773356.6962
1105,002798.SZ,20190226,16.69,4.1263,5.1176,1.63,117.9777,16.8189,1.98,12.0539,1.4931,38542.5276,15735.1237,12687.2984,643274.7856,262619.2146
1106,002384.SZ,20190226,16.83,6.6565,8.6648,1.04,51.3853,32.773,3.1958,1.7569,1.3311,160657.2477,116301.4227,89346.3341,2703861.4788,1957352.944
1107,300662.SZ,20190226,30.81,4.5393,7.0343,1.94,74.6018,50.6125,7.8224,4.8859,3.1472,18000.0,9060.7725,5846.9774,554580.0,279162.4007
1108,300749.SZ,20190226,41.14,28.0848,28.0848,0.73,63.103,56.1924,6.5616,5.8066,5.6154,11398.3,2850.0,2850.0,468926.062,117249.0
1109,002923.SZ,20190226,24.05,10.5471,10.5471,2.09,31.8358,26.7932,3.309,3.7027,2.78,12000.0,4001.25,4001.25,288600.0,96230.0625
1110,300530.SZ,20190226,35.63,4.2953,4.2953,1.2,46.3528,46.452,5.1044,17.8999,17.0062,7040.6,2107.42,2107.42,250856.578,75087.3746
1111,600814.SH,20190226,5.76,1.1881,3.7435,2.08,22.8475,22.466,1.7242,0.7125,0.694,71502.6758,71502.6758,22694.0342,411855.4126,411855.4126
1112,601212.SH,20190226,3.61,3.237,8.0938,1.33,105.1786,,2.7408,0.4445,0.519,697296.5867,196467.5085,78573.5898,2517240.678,709247.7057
1113,300317.SZ,20190226,6.15,6.5979,16.9559,1.0,16.4042,95.7056,1.0539,1.5025,2.3151,83973.5401,65620.654,25534.435,516437.2716,403567.0221
1114,300118.SZ,20190226,10.44,4.037,4.9497,0.99,14.5297,21.9723,1.2597,0.8244,0.8728,90430.1941,68254.0595,55667.5129,944091.2264,712572.3812
1115,600435.SH,20190226,8.84,3.2983,5.5521,0.99,278.4448,278.4226,6.3195,6.7323,7.9726,148932.0,148932.0,88473.59,1316558.88,1316558.88
1116,600236.SH,20190226,5.91,0.2849,1.2659,1.38,14.2725,13.373,2.6171,4.0837,3.8002,606336.754,606336.754,136451.8534,3583450.2161,3583450.2161
1117,002745.SZ,20190226,15.61,5.6185,8.5395,2.19,29.8207,24.0237,2.0938,2.4406,1.3599,127716.854,51987.0786,34204.0436,1993660.0909,811518.2969
1118,603871.SH,20190226,39.6,6.0262,6.0262,1.47,21.5071,17.1558,2.8968,1.3671,1.1445,11200.0,2800.0,2800.0,443520.0,110880.0
1119,300363.SZ,20190226,10.04,1.1063,1.7613,1.33,50.7137,43.7501,1.8904,4.602,4.6004,54274.7533,30987.8185,19463.7549,544918.5231,311117.6977
1120,600056.SH,20190226,15.24,2.8667,6.3803,1.59,12.5402,10.4983,1.9402,0.5409,0.5277,106848.5534,101213.6064,45474.8134,1628371.9538,1542495.3615
1121,002293.SZ,20190226,10.12,1.4215,3.6911,1.67,17.843,14.5696,2.0254,1.6377,1.5856,75440.9147,70030.9358,26969.4905,763462.0568,708713.0703
1122,300654.SZ,20190226,21.55,8.655,9.8794,1.37,96.2079,86.9831,6.8959,7.9204,7.607,14002.5,6208.875,5439.34,301753.875,133801.2563
1123,300288.SZ,20190226,14.91,7.9906,10.4315,1.81,51.8697,56.8753,3.906,12.237,11.1478,33794.1402,20285.2827,15538.7576,503870.6304,302453.5651
1124,002437.SZ,20190226,3.47,2.8258,7.8724,2.0,24.6306,60.0714,1.7634,2.5075,1.3908,219812.295,216707.6495,77788.7567,762748.6637,751975.5438
1125,002783.SZ,20190226,8.13,3.2104,5.3124,1.19,23.6012,22.6972,1.8635,1.9975,1.617,33388.0,33388.0,20176.8737,271444.44,271444.44
1126,002732.SZ,20190226,17.02,1.756,4.2146,1.59,22.1756,33.7038,2.912,2.1611,2.0764,15735.0,15562.1325,6483.7725,267809.7,264867.4952
1127,002752.SZ,20190226,7.34,3.5273,3.5273,1.57,66.1012,100.2127,3.4134,2.9758,2.9323,83318.0519,17023.9515,17023.9515,611554.5009,124955.804
1128,000998.SZ,20190226,15.73,2.425,3.332,1.06,26.842,30.0853,3.0551,6.494,6.115,131697.0298,96522.1189,70246.7747,2071594.2788,1518292.9303
1129,300135.SZ,20190226,3.1,4.4173,5.0419,2.43,76.1496,66.8092,2.3293,1.5874,1.3569,92160.0,92160.0,80742.2568,285696.0,285696.0
1130,600654.SH,20190226,2.02,2.5266,2.5465,1.49,,,1.2172,0.8729,0.7112,128302.0992,75504.3154,74914.3769,259170.2404,152518.7171
1131,300177.SZ,20190226,13.39,10.9015,12.3121,1.45,89.2969,59.2771,3.3665,5.8621,4.9367,44689.8611,32906.6273,29136.5352,598397.2401,440619.7395
1132,600748.SH,20190226,6.77,1.3649,3.0535,1.69,14.3152,15.5118,1.2357,1.7263,1.5225,184456.2892,184456.2892,82449.3489,1248769.0779,1248769.0779
1133,000965.SZ,20190226,4.15,2.3467,4.8335,2.22,11.2102,7.3689,0.8385,2.4949,1.3217,110983.0895,110983.0895,53883.4999,460579.8214,460579.8214
1134,600323.SH,20190226,15.75,1.6732,3.0649,1.68,18.5035,14.1934,2.1168,2.8721,2.5531,76626.4018,76626.4018,41832.6306,1206865.8284,1206865.8284
1135,600192.SH,20190226,6.73,8.4123,13.7392,1.0,179.2765,192.5282,1.5148,1.5611,1.6113,44174.8,44174.8,27047.5247,297296.404,297296.404
1136,600743.SH,20190226,2.86,1.2491,3.1739,2.22,8.1932,10.5299,0.9094,0.6775,0.9102,234610.0874,234610.0874,92329.6035,670984.85,670984.85
1137,002561.SZ,20190226,8.83,1.3356,2.2332,1.63,15.4776,15.8728,1.6469,1.7463,1.7741,41576.3,39686.8501,23736.38,367118.729,350434.8864
1138,002590.SZ,20190226,7.65,3.1077,6.8808,1.11,28.7073,33.0739,1.9478,1.6129,1.5696,47964.6926,43447.5848,19623.0478,366929.8984,332374.0237
1139,000513.SZ,20190226,32.15,3.7608,6.2666,1.89,5.2199,20.5938,2.16,2.7098,2.6119,71905.024,45825.2111,27501.5477,2311746.5216,1473280.5369
1140,300496.SZ,20190226,33.91,5.9564,6.9776,1.46,175.1417,126.71,9.7877,11.7599,10.0401,40309.0847,23883.7233,20388.2792,1366881.0622,809897.0571
1141,600085.SH,20190226,29.41,1.1955,2.5141,1.53,39.6458,38.4941,4.4891,3.0155,2.8668,137147.0262,137147.0262,65216.1722,4033494.0405,4033494.0405
1142,300370.SZ,20190226,3.12,10.6994,11.8659,1.26,28.1441,,3.3024,1.6929,2.0324,95844.4424,71395.9835,64377.2812,299034.6603,222755.4685
1143,600088.SH,20190226,11.58,4.3476,10.0838,1.73,56.0135,49.3178,4.028,6.4137,6.4493,39770.64,39770.64,17146.9217,460544.0112,460544.0112
1144,300380.SZ,20190226,21.78,0.4073,0.8063,0.13,236.4239,122.4837,7.2181,5.8287,5.4965,13744.0,12332.2224,6230.0886,299344.32,268595.8039
1145,002409.SZ,20190226,16.93,4.8058,7.9141,1.64,226.9497,78.1673,1.8492,6.9167,5.5646,46285.3503,18314.4946,11121.3518,783610.9806,310064.3936
1146,600558.SH,20190226,3.96,2.3343,3.4912,0.95,75.7,45.319,1.8451,1.6844,1.4197,89760.4831,89760.4831,60015.0432,355451.5131,355451.5131
1147,002254.SZ,20190226,11.57,2.0076,3.1131,1.08,70.6255,43.7132,3.2734,4.5452,3.248,61083.36,61067.3703,39380.5703,706734.4752,706549.4744
1148,300120.SZ,20190226,7.7,4.3432,4.7037,1.03,53.6401,22.8929,1.6144,3.3788,1.5555,38992.7296,23206.817,21428.3306,300244.0179,178692.4909
1149,603595.SH,20190226,41.75,4.6348,4.6348,0.85,34.3946,51.6776,6.7759,8.2088,6.835,14282.24,4977.896,4977.896,596283.52,207827.158
1150,300218.SZ,20190226,7.25,1.6073,3.7862,1.92,,,1.6113,1.0537,0.9626,21698.7,21627.6394,9181.2394,157315.575,156800.3857
1151,300338.SZ,20190226,8.43,5.1154,5.9487,1.37,18.1774,19.0395,1.3101,2.967,2.1134,34517.7692,18811.7713,16176.6962,290984.7944,158583.2321
1152,002222.SZ,20190226,12.7,5.4536,7.3322,1.04,39.7497,33.4782,6.3233,11.966,10.9594,42750.0,42292.4999,31456.9525,542925.0,537114.7487
1153,002240.SZ,20190226,9.32,4.47,6.0907,1.01,31.181,31.181,2.308,1.977,1.977,53534.3457,49065.3375,36009.6502,498940.1019,457288.9455
1154,603055.SH,20190226,12.72,4.3789,4.3789,0.87,19.0042,16.0697,2.785,2.5528,2.3441,54760.0,10077.558,10077.558,696547.2,128186.5378
1155,600285.SH,20190226,8.28,1.9142,2.3828,1.44,22.3654,20.2731,2.297,2.6269,2.2704,58644.9138,52956.2914,42542.7868,485579.8863,438478.0928
1156,603042.SH,20190226,14.19,6.5668,9.9316,1.26,26.7551,230.0657,2.3155,1.7031,1.5622,13867.0,10102.8572,6680.0337,196772.73,143359.5437
1157,600171.SH,20190226,11.82,6.5736,8.9372,1.17,47.62,75.474,3.4679,14.7175,10.9979,69960.9514,67380.7773,49560.7773,826938.4455,796440.7877
1158,601579.SH,20190226,9.68,0.8701,2.0967,1.25,26.4605,26.0019,1.5655,3.7354,3.6756,49736.0,40000.0,16600.0,481444.48,387200.0
1159,600476.SH,20190226,15.09,7.9006,13.0234,0.98,1141.7407,,12.8413,8.898,8.7648,16107.0,16107.0,9771.228,243054.63,243054.63
1160,300492.SZ,20190226,27.5,41.3841,53.2409,4.07,110.9975,87.3684,7.4548,15.2593,12.1008,8320.0,2934.7375,2281.1702,228800.0,80705.2813
1161,300260.SZ,20190226,10.96,5.8219,13.4698,1.64,57.2993,57.2993,3.0633,1.8842,1.8842,20194.0,12713.7853,5495.1664,221326.24,139343.0869
1162,300101.SZ,20190226,11.78,7.0636,10.2445,1.65,215.7562,199.6801,6.7661,14.9351,13.7992,55935.0,54964.0804,37898.0804,658914.3,647476.8671
1163,002662.SZ,20190226,4.69,3.2275,10.3301,1.68,22.2118,8.1631,1.3255,1.2368,1.189,150000.0,145897.11,45583.11,703500.0,684257.4459
1164,002888.SZ,20190226,18.73,12.1294,12.1294,1.39,69.4754,72.9025,5.3309,8.8503,8.7858,12467.64,3557.64,3557.64,233518.8972,66634.5972
1165,002625.SZ,20190226,11.4,5.8432,8.3448,2.06,303.7793,606.8481,3.2505,64.692,60.8646,215458.7862,42702.1272,29900.9457,2456230.1627,486804.2501
1166,300507.SZ,20190226,19.0,3.7258,5.9054,1.48,22.9847,22.9816,2.5049,3.8615,3.6934,12234.2,5864.4555,3699.952,232449.8,111424.6545
1167,002158.SZ,20190226,9.62,7.4002,19.4657,1.77,22.6911,25.6042,2.7843,3.2093,2.9868,53526.8522,52913.7549,20116.0059,514928.3182,509030.3221
1168,601005.SH,20190226,2.23,1.2909,1.7217,2.69,62.1348,7.415,1.0917,1.5025,0.8843,891860.2267,838047.5067,628349.3467,1988848.3055,1868845.9399
1169,600209.SH,20190226,3.99,2.73,3.6511,1.66,,,2.9607,11.6691,13.3668,43901.1169,43901.1169,32826.4731,175165.4564,175165.4564
1170,002910.SZ,20190226,12.82,15.0656,15.0656,1.16,37.8023,37.8023,2.0278,3.6515,3.6515,18734.0,7411.79,7411.79,240169.88,95019.1478
1171,603357.SH,20190226,19.98,7.7409,7.7409,2.17,22.4591,13.9599,3.1431,4.7226,3.7457,32467.3356,15867.3356,15867.3356,648697.3653,317029.3653
1172,600242.SH,20190226,12.11,8.0741,16.2163,1.14,46.6396,43.7971,2.6598,2.5902,1.9459,45666.5122,30374.6776,15123.5585,553021.4627,367837.3457
1173,300709.SZ,20190226,32.59,6.6437,8.5842,2.02,18.4852,77.1243,2.2681,3.1096,3.2505,8800.0,5658.136,4379.056,286792.0,184398.6522
1174,600981.SH,20190226,4.68,4.3856,13.2528,2.06,14.2436,7.6828,1.7096,0.2852,0.2473,224243.3192,73085.2181,24185.4629,1049458.7339,342038.8207
1175,600176.SH,20190226,11.02,2.0768,3.6159,1.44,17.9526,15.3721,2.8278,4.4611,3.9217,350230.6849,350230.6849,201152.4115,3859542.1476,3859542.1476
1176,600637.SH,20190226,11.67,0.7676,1.4057,1.35,17.9086,14.6456,1.4341,2.4635,3.0021,343273.0102,341450.0201,186458.8672,4005996.029,3984721.7346
1177,300138.SZ,20190226,6.26,1.6219,1.7522,1.35,22.5149,20.7608,1.8636,1.16,1.149,51370.6967,40203.0188,37213.0333,321580.5613,251670.8977
1178,002477.SZ,20190226,2.48,12.7245,16.0307,0.96,172.0603,,1.9235,1.3645,1.4146,313515.963,197067.6602,156424.0784,777519.5882,488727.7973
1179,002387.SZ,20190226,13.44,11.1147,15.8443,1.05,1199.0203,,1.1907,579.3512,19.5184,136766.3046,46900.5758,32900.5758,1838139.1338,630343.7388
1180,603918.SH,20190226,13.4,1.5696,2.8044,1.66,69.0505,43.3238,4.4551,3.5757,3.1109,17951.5,17652.6,9880.3119,240550.1,236544.84
1181,002540.SZ,20190226,5.31,1.2719,1.7877,1.73,22.2192,17.8217,1.3779,1.9799,1.8801,127052.95,89499.5363,63674.5831,674651.1645,475242.5378
1182,600186.SH,20190226,2.11,6.2504,7.0851,2.82,,,,1.2094,1.268,106202.4311,106202.4311,93690.1839,224087.1296,224087.1296
1183,600520.SH,20190226,13.91,2.9819,5.3184,1.54,277.1642,2161.706,5.1544,7.0397,7.2544,15843.0,15843.0,8882.7566,220376.13,220376.13
1184,600528.SH,20190226,12.08,3.5322,6.7272,2.99,20.0363,17.6642,1.753,1.6894,1.6432,222155.1588,183774.8895,96494.6388,2683634.3183,2220000.6652
1185,600903.SH,20190226,21.5,6.387,18.1236,1.58,127.2046,115.2491,7.5295,6.2898,5.3848,81298.9305,45123.0848,15902.0426,1747927.0058,970146.3232
1186,300284.SZ,20190226,11.8,6.849,7.9268,2.59,20.5927,15.7426,2.2485,1.4653,1.3657,80950.4984,54416.3022,47017.1234,955215.8811,642112.366
1187,603555.SH,20190226,6.58,1.8277,8.2664,1.43,26.2937,162.3976,1.8874,1.2719,1.2766,62860.2143,62860.2143,13898.7143,413620.2101,413620.2101
1188,603677.SH,20190226,14.19,6.696,7.64,1.74,27.8077,33.9106,2.9428,2.1539,2.0721,19615.036,5709.3428,5003.9108,278337.3608,81015.5743
1189,002567.SZ,20190226,9.18,5.5667,10.4685,0.94,24.7489,34.3122,2.2435,0.5596,0.5318,83657.0799,75720.4141,40265.1154,767971.9935,695113.4014
1190,601618.SH,20190226,3.6,1.6378,5.2328,3.59,12.308,11.8833,1.137,0.3058,0.2719,2072361.917,1785261.917,558751.067,7460502.9012,6426942.9012
1191,002203.SZ,20190226,8.18,0.7287,2.7366,1.68,22.6393,17.699,1.6043,0.5356,0.3859,195210.7432,163383.8065,43504.2191,1596823.8794,1336479.5372
1192,002147.SZ,20190226,2.99,12.2826,12.2826,1.68,4.0259,3.8159,0.6702,2.7219,2.9103,182807.6415,53698.7008,53698.7008,546594.8481,160559.1154
1193,300398.SZ,20190226,17.41,3.3967,7.4972,1.72,26.1202,26.1202,3.3997,5.139,5.139,42674.0607,35803.0527,16220.7627,742955.3968,623331.1475
1194,000807.SZ,20190226,4.61,6.6214,10.7475,2.23,18.2915,34.9332,1.2186,0.543,0.5556,260683.8797,242963.0837,149686.9455,1201752.6854,1120059.8159
